Year,ID,LaborStatus,OccupationalPrestigeScore,MaritalStatus,NumChildren,Age,HighestSchoolCompleted,Sex,Race,ChildhoodFamilyIncome,TotalFamilyIncome,RespondentIncome,PoliticalParty,OpinionOfIncome,SexualOrientation
2014,2229,School,0,Married,1,29.000000,15,Female,White,Below average,$25000 or more,Not applicable,Not str republican,Average,Heterosexual or straight
2014,2230,Working fulltime,0,Married,2,26.000000,9,Male,White,Average,$25000 or more,$25000 or more,"Ind,near dem",Average,Heterosexual or straight
2014,2231,Keeping house,0,Married,2,43.000000,18,Female,Other,Below average,$25000 or more,Not applicable,"Ind,near rep",Below average,Not applicable
2014,2232,Working fulltime,0,Married,2,28.000000,16,Male,White,Below average,$25000 or more,$25000 or more,Strong republican,Below average,Heterosexual or straight
2014,2233,Working fulltime,0,Never married,1,41.000000,15,Female,White,Below average,$25000 or more,$25000 or more,Strong republican,Average,Heterosexual or straight
2014,2234,Keeping house,0,Married,3,36.000000,12,Female,White,Below average,$25000 or more,Not applicable,"Ind,near dem",Average,Heterosexual or straight
2014,2235,Working fulltime,0,Married,3,48.000000,18,Male,Black,Average,$25000 or more,$25000 or more,Strong democrat,Average,Heterosexual or straight
2014,2236,Working fulltime,0,Married,2,28.000000,16,Male,Other,Above average,$25000 or more,$25000 or more,Not str republican,Average,Heterosexual or straight
2014,2237,Working fulltime,0,Married,2,37.000000,16,Male,White,Far above average,$25000 or more,$25000 or more,"Ind,near rep",Below average,Heterosexual or straight
2014,2238,Working parttime,0,Divorced,2,61.000000,12,Female,White,Average,Refused,Don't know,Independent,Average,Heterosexual or straight
2014,2239,Working fulltime,0,Married,3,40.000000,15,Male,White,Below average,$25000 or more,$25000 or more,Independent,Above average,Heterosexual or straight
2014,2240,Working fulltime,0,Married,0,24.000000,13,Female,White,Average,$25000 or more,$4000 to 4999,Strong democrat,Below average,Heterosexual or straight
2014,2241,"Unempl, laid off",0,Never married,0,21.000000,12,Male,Black,Average,$10000 - 14999,Not applicable,Not str democrat,Average,Heterosexual or straight
2014,2242,Working parttime,0,Never married,0,58.000000,12,Male,White,Average,$25000 or more,$1000 to 2999,Not str democrat,Average,Not applicable
2014,2243,Working fulltime,0,Never married,1,47.000000,14,Male,White,Average,$25000 or more,$25000 or more,"Ind,near rep",Average,Heterosexual or straight
2014,2244,Working fulltime,0,Married,0,31.000000,13,Female,White,Average,$20000 - 24999,Refused,Not str republican,Below average,Heterosexual or straight
2014,2245,"Unempl, laid off",0,Married,3,44.000000,12,Male,White,Below average,$25000 or more,$25000 or more,"Ind,near rep",Above average,Heterosexual or straight
2014,2246,Working fulltime,0,Married,0,27.000000,16,Male,White,Average,$25000 or more,$25000 or more,"Ind,near rep",Above average,Not applicable
2014,2247,Retired,0,Never married,0,65.000000,16,Male,White,Below average,$25000 or more,Not applicable,"Ind,near dem",Above average,Heterosexual or straight
2014,2248,Keeping house,0,Married,3,42.000000,13,Female,White,Below average,$25000 or more,$7000 to 7999,"Ind,near dem",Average,Heterosexual or straight
2014,2249,Working fulltime,0,Married,0,31.000000,18,Female,White,Average,$25000 or more,$25000 or more,Independent,Above average,Heterosexual or straight
2014,2250,Working fulltime,0,Married,0,66.000000,20,Male,White,Far below average,$25000 or more,$25000 or more,"Ind,near rep",Average,Heterosexual or straight
2014,2251,Working parttime,0,Married,2,47.000000,14,Female,White,Far above average,$25000 or more,Lt $1000,Independent,Above average,Heterosexual or straight
2014,2252,Working fulltime,0,Married,2,49.000000,12,Female,White,Average,$25000 or more,$15000 - 19999,Independent,Below average,No answer
2014,2253,Other,0,Married,2,52.000000,11,Male,White,Below average,$25000 or more,Not applicable,Not str democrat,Below average,Heterosexual or straight
2014,2254,Retired,0,Widowed,2,79.000000,12,Male,White,Don't know,$20000 - 24999,Not applicable,Not str republican,Above average,Not applicable
2014,2255,Keeping house,0,Married,2,64.000000,15,Female,White,Below average,$25000 or more,Not applicable,"Ind,near rep",Average,Heterosexual or straight
2014,2256,Keeping house,0,Married,4,42.000000,11,Female,White,Below average,$10000 - 14999,Not applicable,Independent,Below average,Heterosexual or straight
2014,2257,Working fulltime,0,Married,0,58.000000,9,Male,White,Average,$25000 or more,$25000 or more,Independent,Average,Heterosexual or straight
2014,2258,Keeping house,0,Married,3,59.000000,12,Male,White,Don't know,$25000 or more,$25000 or more,"Ind,near rep",Average,Heterosexual or straight
2014,2259,Working parttime,0,Married,7,55.000000,12,Female,White,Below average,$20000 - 24999,$8000 to 9999,Independent,Far below average,Heterosexual or straight
2014,2260,Working fulltime,0,Divorced,5,35.000000,10,Female,White,Below average,$25000 or more,Not applicable,"Ind,near dem",Below average,Heterosexual or straight
2014,2261,Working fulltime,0,Never married,1,44.000000,12,Male,White,Above average,$25000 or more,Lt $1000,Independent,Above average,Heterosexual or straight
2014,2262,Working fulltime,0,Married,2,43.000000,12,Male,White,Above average,$15000 - 19999,Not applicable,Strong republican,Below average,Heterosexual or straight
2014,2263,"Unempl, laid off",0,Never married,0,25.000000,12,Male,White,Below average,$25000 or more,$6000 to 6999,Not str republican,Below average,Heterosexual or straight
2014,2264,Working fulltime,0,Married,3,58.000000,8,Male,White,Average,$25000 or more,$20000 - 24999,Not str democrat,Average,Heterosexual or straight
2014,2265,Retired,0,Married,2,62.000000,16,Male,White,Average,$25000 or more,Not applicable,Independent,Above average,Heterosexual or straight
2014,2266,Working fulltime,0,Married,3,48.000000,16,Male,White,Above average,$25000 or more,$25000 or more,Not str republican,Above average,Heterosexual or straight
2014,2267,Retired,0,Married,2,64.000000,16,Male,White,Above average,$25000 or more,Not applicable,Independent,Above average,Heterosexual or straight
2014,2268,Working fulltime,0,Married,2,49.000000,14,Male,White,Average,$25000 or more,$25000 or more,"Ind,near rep",Average,Heterosexual or straight
2014,2269,Working fulltime,0,Married,2,38.000000,16,Male,White,Above average,$25000 or more,$25000 or more,"Ind,near rep",Above average,Heterosexual or straight
2014,2270,School,0,Married,0,33.000000,18,Female,White,Above average,$25000 or more,Not applicable,Strong democrat,Above average,Heterosexual or straight
2014,2271,Working fulltime,0,Married,2,58.000000,16,Female,White,Below average,$25000 or more,$25000 or more,Strong republican,Below average,Heterosexual or straight
2014,2272,Working parttime,0,Married,3,41.000000,16,Female,White,Average,$25000 or more,$10000 - 14999,Strong republican,Above average,Heterosexual or straight
2014,2273,Working fulltime,0,Divorced,1,70.000000,20,Female,White,Average,$25000 or more,$25000 or more,"Ind,near rep",Above average,Heterosexual or straight
2014,2274,Working fulltime,0,Married,2,56.000000,13,Male,White,Average,$25000 or more,$25000 or more,Strong republican,Average,Heterosexual or straight
2014,2275,Retired,0,Divorced,4,62.000000,12,Male,White,Average,$10000 - 14999,Not applicable,Not str republican,Below average,Heterosexual or straight
2014,2276,Retired,0,Married,2,62.000000,16,Male,White,Above average,$25000 or more,$25000 or more,Strong democrat,Above average,Heterosexual or straight
2014,2277,Retired,0,Married,5,63.000000,12,Male,White,Far below average,$25000 or more,Not applicable,Strong democrat,Average,Heterosexual or straight
2014,2278,Working fulltime,0,Married,1,30.000000,14,Male,White,Below average,$25000 or more,$25000 or more,Not str democrat,Average,Heterosexual or straight
2014,2279,Working fulltime,0,Married,2,46.000000,12,Female,White,Average,$3000 to 3999,$3000 to 3999,Not str democrat,Below average,Bisexual
2014,2280,Keeping house,0,Widowed,1,50.000000,12,Female,Black,Below average,$10000 - 14999,Not applicable,Not str republican,Far below average,Heterosexual or straight
2014,2281,Working fulltime,0,Married,2,30.000000,12,Male,White,Average,$25000 or more,$25000 or more,Not str republican,Average,Heterosexual or straight
2014,2282,Retired,0,Widowed,3,68.000000,11,Female,White,Below average,$20000 - 24999,Not applicable,"Ind,near dem",Below average,Heterosexual or straight
2014,2283,Working fulltime,0,Married,2,60.000000,12,Female,White,Average,$25000 or more,$25000 or more,"Ind,near rep",Average,Heterosexual or straight
2014,2284,Keeping house,0,Married,3,29.000000,12,Female,White,Average,$25000 or more,Not applicable,Strong democrat,Average,Heterosexual or straight
2014,2285,Keeping house,0,Married,2,37.000000,11,Female,White,Average,$25000 or more,Not applicable,"Ind,near rep",Average,Heterosexual or straight
2014,2286,Working fulltime,0,Married,3,47.000000,13,Female,Black,Far below average,$25000 or more,$20000 - 24999,Strong democrat,Below average,Heterosexual or straight
2014,2287,Temp not working,0,Married,5,51.000000,12,Male,White,Average,$25000 or more,$25000 or more,Strong republican,Above average,Heterosexual or straight
2014,2288,Working fulltime,0,Never married,1,39.000000,17,Female,Other,Below average,$25000 or more,$10000 - 14999,Independent,Below average,Heterosexual or straight
2014,2289,Retired,0,Widowed,4,70.000000,11,Female,White,Average,$7000 to 7999,Not applicable,Not str democrat,Average,Not applicable
2014,2290,Working parttime,0,Separated,3,26.000000,12,Female,White,Average,$25000 or more,$25000 or more,Independent,Average,Heterosexual or straight
2014,2291,Working fulltime,0,Married,2,58.000000,13,Female,White,Average,$25000 or more,$25000 or more,Not str democrat,Average,Heterosexual or straight
2014,2292,Other,0,Divorced,2,58.000000,11,Male,White,Average,$8000 to 9999,Not applicable,Strong republican,Far above average,Heterosexual or straight
2014,2293,Working fulltime,0,Divorced,2,62.000000,20,Male,White,Average,$25000 or more,$25000 or more,Other party,Above average,Heterosexual or straight
2014,2294,Working fulltime,0,Married,1,41.000000,16,Male,White,Average,$25000 or more,$25000 or more,"Ind,near dem",Average,Heterosexual or straight
2014,2295,Working fulltime,0,Married,4,48.000000,14,Female,White,Average,$25000 or more,$20000 - 24999,Independent,Average,Heterosexual or straight
2014,2296,Keeping house,0,Married,0,33.000000,15,Female,White,Below average,$25000 or more,Not applicable,Not str republican,Above average,Heterosexual or straight
2014,2297,Temp not working,0,Divorced,3,51.000000,16,Male,White,Average,$25000 or more,$25000 or more,Independent,Average,Heterosexual or straight
2014,2298,Working fulltime,0,Married,3,62.000000,16,Male,White,Below average,$25000 or more,$25000 or more,"Ind,near rep",Average,Heterosexual or straight
2014,2299,Working fulltime,0,Never married,2,40.000000,12,Male,White,Below average,$20000 - 24999,$20000 - 24999,"Ind,near dem",Average,Heterosexual or straight
2014,2300,Working fulltime,0,Married,2,41.000000,15,Female,White,Below average,$25000 or more,$25000 or more,Not str democrat,Average,Heterosexual or straight
2014,2301,Working fulltime,0,Divorced,1,65.000000,14,Female,White,Average,$25000 or more,Don't know,"Ind,near rep",Average,Heterosexual or straight
2014,2302,Working fulltime,0,Married,3,39.000000,15,Female,White,Average,$25000 or more,$25000 or more,Strong republican,Average,Heterosexual or straight
2014,2303,Keeping house,0,Widowed,2,49.000000,16,Female,White,Average,$5000 to 5999,Not applicable,Strong democrat,Far above average,Heterosexual or straight
2014,2304,Retired,0,Married,3,76.000000,18,Male,White,Far above average,$25000 or more,Not applicable,Strong republican,Above average,Heterosexual or straight
2014,2305,Retired,0,Married,2,70.000000,12,Female,White,Above average,$25000 or more,Not applicable,Not str democrat,Below average,Heterosexual or straight
2014,2306,Keeping house,0,Married,3,53.000000,11,Female,White,Average,$25000 or more,Not applicable,Independent,Average,Not applicable
2014,2307,Working fulltime,0,Divorced,1,55.000000,12,Female,White,Average,Refused,Refused,Other party,Below average,Heterosexual or straight
2014,2308,Working parttime,0,Married,0,59.000000,12,Female,White,Below average,$25000 or more,$8000 to 9999,Strong democrat,Below average,Heterosexual or straight
2014,2309,Retired,0,Married,4,73.000000,10,Male,White,Below average,$25000 or more,Not applicable,"Ind,near dem",Below average,Heterosexual or straight
2014,2310,Keeping house,0,Married,2,78.000000,12,Female,White,Below average,$15000 - 19999,Not applicable,Strong democrat,Average,Not applicable
2014,2311,Keeping house,0,Married,3,32.000000,12,Female,White,Average,$25000 or more,Not applicable,Independent,Average,Heterosexual or straight
2014,2312,Working fulltime,0,Divorced,3,41.000000,16,Female,White,Above average,$25000 or more,$25000 or more,Strong democrat,Below average,Heterosexual or straight
2014,2313,Working fulltime,0,Married,2,62.000000,12,Male,White,Above average,$25000 or more,$25000 or more,Not str republican,Average,Heterosexual or straight
2014,2314,Working fulltime,0,Married,3,58.000000,12,Female,White,Average,$25000 or more,$25000 or more,Independent,Average,Not applicable
2014,2315,Working fulltime,0,Married,3,39.000000,12,Male,White,Far below average,$25000 or more,$25000 or more,Not str republican,Above average,Heterosexual or straight
2014,2316,Keeping house,0,Divorced,3,43.000000,12,Male,White,Average,$8000 to 9999,Not applicable,Independent,Below average,Heterosexual or straight
2014,2317,Working fulltime,0,Married,0,22.000000,13,Male,White,Far below average,$25000 or more,$25000 or more,Other party,Above average,Heterosexual or straight
2014,2318,Working fulltime,0,Never married,0,33.000000,12,Male,Black,Below average,$25000 or more,$25000 or more,Not str republican,Average,Heterosexual or straight
2014,2319,Working parttime,0,Never married,0,27.000000,16,Male,White,Above average,$20000 - 24999,$20000 - 24999,Not str democrat,Below average,Heterosexual or straight
2014,2320,Working fulltime,0,Never married,1,46.000000,16,Female,White,Below average,$25000 or more,$25000 or more,Strong democrat,Average,Heterosexual or straight
2014,2321,Working fulltime,0,Never married,0,62.000000,16,Male,White,Average,$25000 or more,$25000 or more,"Ind,near rep",Average,Heterosexual or straight
2014,2322,Working fulltime,0,Never married,2,28.000000,10,Male,Black,Average,$25000 or more,$25000 or more,Not str democrat,Average,Not applicable
2014,2323,Retired,0,Married,4,75.000000,8,Male,White,Far below average,$20000 - 24999,Not applicable,Not str democrat,Average,Heterosexual or straight
2014,2324,Working parttime,0,Married,5,43.000000,12,Female,White,Average,$25000 or more,$1000 to 2999,Not str republican,Average,Heterosexual or straight
2014,2325,Keeping house,0,Married,1,31.000000,16,Male,White,Above average,$25000 or more,$25000 or more,"Ind,near rep",Above average,Heterosexual or straight
2014,2326,Working parttime,0,Never married,0,32.000000,16,Male,Black,Far below average,$20000 - 24999,Not applicable,Not str democrat,Below average,Bisexual
2014,2327,"Unempl, laid off",0,Never married,0,23.000000,12,Male,White,Average,$25000 or more,$25000 or more,Not str republican,Average,Heterosexual or straight
2014,2328,Keeping house,0,Married,2,25.000000,12,Female,White,Average,$25000 or more,Not applicable,Other party,Far below average,Heterosexual or straight
2014,2329,Working fulltime,0,Married,3,45.000000,18,Female,Black,Below average,$25000 or more,$25000 or more,Not str republican,Average,Heterosexual or straight
2014,2330,School,0,Married,3,34.000000,15,Female,White,Far above average,$25000 or more,Not applicable,Not str republican,Average,Heterosexual or straight
2014,2331,Working fulltime,0,Married,4,57.000000,14,Male,White,Average,$25000 or more,$25000 or more,"Ind,near dem",Average,Heterosexual or straight
2014,2332,Retired,0,Married,3,70.000000,14,Male,White,Average,$25000 or more,Not applicable,Independent,Below average,Heterosexual or straight
2014,2333,"Unempl, laid off",0,Married,0,39.000000,15,Female,White,Average,$25000 or more,$20000 - 24999,"Ind,near dem",Average,Heterosexual or straight
2014,2334,Retired,0,Divorced,1,63.000000,13,Female,White,Average,$25000 or more,Not applicable,Strong republican,Average,Heterosexual or straight
2014,2335,Keeping house,0,Married,4,59.000000,8,Female,White,Below average,$10000 - 14999,Not applicable,Not str republican,Below average,Heterosexual or straight
2014,2336,Working fulltime,0,Married,2,58.000000,12,Male,White,Average,$25000 or more,$25000 or more,"Ind,near rep",Above average,Heterosexual or straight
2014,2337,Working fulltime,0,Divorced,2,30.000000,14,Female,Black,Below average,$20000 - 24999,Refused,Not str republican,Below average,No answer
2014,2338,"Unempl, laid off",0,Married,2,31.000000,12,Male,White,Far below average,$10000 - 14999,$1000 to 2999,Strong democrat,Far below average,Heterosexual or straight
2014,2339,School,0,Never married,0,27.000000,20,Male,White,Above average,$25000 or more,Not applicable,Strong democrat,Below average,Heterosexual or straight
2014,2340,Working fulltime,0,Married,3,43.000000,20,Male,White,Average,$25000 or more,$25000 or more,Strong republican,Average,Heterosexual or straight
2014,2341,Working fulltime,0,Never married,0,31.000000,13,Male,White,Above average,$25000 or more,Not applicable,Strong republican,Average,Heterosexual or straight
2014,2342,Working fulltime,0,Married,3,44.000000,14,Female,Black,Below average,$25000 or more,$10000 - 14999,Not str democrat,Above average,Heterosexual or straight
2014,2343,Working fulltime,0,Married,0,26.000000,16,Female,White,Average,$25000 or more,Not applicable,Not str republican,Above average,Heterosexual or straight
2014,2344,Working fulltime,0,Divorced,2,24.000000,13,Female,White,Below average,$25000 or more,$25000 or more,"Ind,near rep",Average,Heterosexual or straight
2014,2345,Working fulltime,0,Married,6,38.000000,13,Male,White,Far below average,$25000 or more,Not applicable,"Ind,near dem",Average,Heterosexual or straight
2014,2346,Keeping house,0,Married,2,38.000000,9,Female,Other,Average,$25000 or more,Not applicable,Independent,Average,Bisexual
2014,2347,Working fulltime,0,Married,2,51.000000,14,Female,Black,Below average,$25000 or more,Not applicable,"Ind,near dem",Above average,Heterosexual or straight
2014,2348,Working fulltime,0,Widowed,3,44.000000,14,Male,Black,Below average,$25000 or more,$25000 or more,Not str democrat,Average,Heterosexual or straight
2014,2349,Retired,0,Widowed,0,67.000000,8,Female,White,Far below average,$25000 or more,$25000 or more,Independent,Below average,Heterosexual or straight
2014,2350,Working parttime,0,Married,3,65.000000,12,Male,White,Below average,$25000 or more,$20000 - 24999,Not str republican,Above average,Heterosexual or straight
2014,2351,Retired,0,Widowed,2,85.000000,12,Female,White,Average,Refused,Not applicable,Strong democrat,Average,Heterosexual or straight
2014,2352,School,0,Never married,1,20.000000,12,Female,Other,Below average,Don't know,Don't know,Independent,Average,Heterosexual or straight
2014,2353,Working fulltime,0,Never married,0,19.000000,12,Female,White,Average,Don't know,$3000 to 3999,"Ind,near dem",Average,Heterosexual or straight
2014,2354,Keeping house,0,Never married,4,45.000000,8,Female,White,Far below average,$1000 to 2999,$5000 to 5999,Independent,Far below average,Heterosexual or straight
2014,2355,Working fulltime,0,Widowed,6,74.000000,12,Female,White,Below average,$7000 to 7999,Lt $1000,No answer,Below average,Heterosexual or straight
2014,2356,Working fulltime,0,Married,5,31.000000,12,Female,White,Far below average,$25000 or more,$25000 or more,"Ind,near dem",Below average,Heterosexual or straight
2014,2357,Working fulltime,0,Divorced,5,54.000000,12,Female,Other,Average,$25000 or more,$25000 or more,Not str democrat,Average,Heterosexual or straight
2014,2358,Retired,0,Married,6,82.000000,16,Male,White,Average,$25000 or more,Not applicable,Not str republican,Average,Heterosexual or straight
2014,2359,Working fulltime,0,Divorced,0,49.000000,12,Male,White,Below average,$25000 or more,$25000 or more,Independent,Above average,Heterosexual or straight
2014,2360,Working parttime,0,Divorced,2,50.000000,11,Female,Other,Far below average,$10000 - 14999,$10000 - 14999,"Ind,near dem",Average,Heterosexual or straight
2014,2361,Working fulltime,0,Never married,3,21.000000,12,Female,Other,Below average,$15000 - 19999,$15000 - 19999,Independent,Below average,Heterosexual or straight
2014,2362,"Unempl, laid off",0,Never married,1,37.000000,14,Female,Other,Average,$10000 - 14999,Not applicable,"Ind,near rep",Far below average,"Gay, lesbian, or homosexual"
2014,2363,Working fulltime,0,Divorced,2,42.000000,15,Female,Other,Below average,$20000 - 24999,$20000 - 24999,Independent,Below average,Heterosexual or straight
2014,2364,Retired,0,Widowed,2,83.000000,12,Female,White,Average,$25000 or more,Not applicable,Strong republican,Average,Heterosexual or straight
2014,2365,Retired,0,Widowed,3,86.000000,12,Female,White,Below average,$20000 - 24999,Not applicable,Strong republican,Average,Heterosexual or straight
2014,2366,Working fulltime,0,Married,3,60.000000,14,Male,White,Below average,$25000 or more,$20000 - 24999,Independent,Average,Heterosexual or straight
2014,2367,Retired,0,Married,4,77.000000,16,Female,White,Below average,$25000 or more,Not applicable,"Ind,near dem",Below average,Heterosexual or straight
2014,2368,Working fulltime,0,Married,4,44.000000,16,Male,White,Average,$25000 or more,Not applicable,Not str republican,Average,Heterosexual or straight
2014,2369,Working fulltime,0,Never married,0,54.000000,16,Male,White,Below average,$10000 - 14999,$10000 - 14999,Not str republican,Far below average,Heterosexual or straight
2014,2370,Working fulltime,0,Divorced,2,48.000000,12,Male,White,Below average,$25000 or more,$25000 or more,Other party,Above average,Heterosexual or straight
2014,2371,Working parttime,0,Widowed,3,76.000000,16,Male,White,Above average,$25000 or more,$25000 or more,Strong republican,Average,Heterosexual or straight
2014,2372,Temp not working,0,Married,5,64.000000,12,Female,White,Below average,Refused,Refused,Not str republican,Average,Heterosexual or straight
2014,2373,Working fulltime,0,Divorced,3,64.000000,12,Female,White,Below average,$25000 or more,$25000 or more,"Ind,near dem",Average,Not applicable
2014,2374,Working fulltime,0,Married,0,32.000000,12,Male,White,Average,$25000 or more,$25000 or more,"Ind,near rep",Don't know,Heterosexual or straight
2014,2375,Working fulltime,0,Married,2,50.000000,12,Male,White,Below average,Refused,$25000 or more,Independent,Average,No answer
2014,2376,School,0,Married,5,47.000000,12,Female,White,Average,$25000 or more,$7000 to 7999,"Ind,near rep",Average,Heterosexual or straight
2014,2377,Keeping house,0,Never married,2,34.000000,11,Female,Other,Below average,$20000 - 24999,Not applicable,Not str democrat,Below average,Heterosexual or straight
2014,2378,Working fulltime,0,Married,2,59.000000,15,Female,White,Average,$25000 or more,$25000 or more,Not str democrat,Average,Heterosexual or straight
2014,2379,Working fulltime,0,Divorced,2,40.000000,20,Male,White,Average,$25000 or more,$25000 or more,"Ind,near rep",Above average,Not applicable
2014,2380,Keeping house,0,Married,4,52.000000,12,Female,White,Average,$25000 or more,Not applicable,Not str democrat,Above average,Heterosexual or straight
2014,2381,Retired,0,Widowed,3,79.000000,16,Female,White,Below average,Refused,Not applicable,Strong republican,Below average,Not applicable
2014,2382,Working parttime,0,Never married,0,24.000000,15,Male,Other,Below average,$10000 - 14999,$10000 - 14999,"Ind,near dem",Far below average,Heterosexual or straight
2014,2383,Working fulltime,0,Never married,0,24.000000,17,Female,White,Above average,$20000 - 24999,$20000 - 24999,Not str democrat,Average,Heterosexual or straight
2014,2384,School,0,Never married,0,23.000000,17,Female,White,Below average,$15000 - 19999,$3000 to 3999,Strong democrat,Below average,Heterosexual or straight
2014,2385,Working fulltime,0,Never married,2,26.000000,12,Female,White,Below average,$25000 or more,$6000 to 6999,"Ind,near dem",Below average,Bisexual
2014,2386,Working fulltime,0,Never married,1,30.000000,12,Female,White,Average,$15000 - 19999,$15000 - 19999,Not str democrat,Average,Heterosexual or straight
2014,2387,"Unempl, laid off",0,Never married,0,28.000000,13,Male,White,Below average,$25000 or more,$25000 or more,"Ind,near dem",Average,Heterosexual or straight
2014,2388,Working fulltime,0,Married,4,49.000000,12,Male,White,Far below average,$25000 or more,$25000 or more,"Ind,near dem",Average,Heterosexual or straight
2014,2389,School,0,Never married,0,27.000000,12,Female,Other,Average,$10000 - 14999,$10000 - 14999,Independent,Below average,"Gay, lesbian, or homosexual"
2014,2390,Working fulltime,0,Never married,2,38.000000,16,Female,White,Average,$25000 or more,$25000 or more,Independent,Above average,Bisexual
2014,2391,Working fulltime,0,Never married,1,27.000000,12,Female,White,Average,$25000 or more,$25000 or more,Not str democrat,Average,Heterosexual or straight
2014,2392,Working fulltime,0,Married,2,54.000000,16,Female,White,Average,$25000 or more,$25000 or more,Strong republican,Average,Heterosexual or straight
2014,2393,"Unempl, laid off",0,Married,2,49.000000,19,Male,White,Average,$25000 or more,$25000 or more,Not str republican,Below average,Bisexual
2014,2394,Working parttime,0,Married,1,38.000000,17,Female,White,Average,$25000 or more,Lt $1000,Strong republican,Average,Heterosexual or straight
2014,2395,Working fulltime,0,Married,2,61.000000,12,Male,White,Below average,$25000 or more,$25000 or more,Not str democrat,Below average,Heterosexual or straight
2014,2396,Retired,0,Married,2,64.000000,13,Female,White,Above average,$25000 or more,Not applicable,"Ind,near dem",Average,Heterosexual or straight
2014,2397,"Unempl, laid off",0,Never married,0,49.000000,14,Male,White,Average,$10000 - 14999,Not applicable,Strong democrat,Far below average,Heterosexual or straight
2014,2398,Working fulltime,0,Never married,1,28.000000,12,Male,White,Below average,$25000 or more,$25000 or more,"Ind,near dem",Far below average,Heterosexual or straight
2014,2399,Working fulltime,0,Married,2,40.000000,14,Female,White,Average,$25000 or more,$20000 - 24999,Not str democrat,Above average,Heterosexual or straight
2014,2400,Working parttime,0,Divorced,0,20.000000,12,Male,White,Below average,$8000 to 9999,Lt $1000,"Ind,near rep",Far below average,Heterosexual or straight
2014,2401,"Unempl, laid off",0,Never married,0,35.000000,13,Male,White,Average,Don't know,$25000 or more,Not str democrat,Below average,"Gay, lesbian, or homosexual"
2014,2402,Working fulltime,0,Married,1,56.000000,11,Female,White,Below average,$25000 or more,$25000 or more,"Ind,near rep",Below average,Heterosexual or straight
2014,2403,Working fulltime,0,Married,2,54.000000,12,Male,White,Below average,$25000 or more,$25000 or more,Not str democrat,Above average,Heterosexual or straight
2014,2404,Working fulltime,0,Never married,0,24.000000,12,Male,White,Average,$25000 or more,$25000 or more,Not str republican,Average,Heterosexual or straight
2014,2405,Working fulltime,0,Married,1,38.000000,18,Male,White,Average,$25000 or more,$25000 or more,Not str democrat,Above average,Heterosexual or straight
2014,2406,Working fulltime,0,Never married,0,47.000000,12,Female,White,Average,$25000 or more,$25000 or more,Not str democrat,Average,Heterosexual or straight
2014,2407,Working parttime,0,Married,3,55.000000,16,Male,White,Below average,$25000 or more,$25000 or more,Not str republican,Average,Heterosexual or straight
2014,2408,Working fulltime,0,Married,0,54.000000,18,Female,White,Above average,$25000 or more,$25000 or more,Not str democrat,Below average,Heterosexual or straight
2014,2409,Retired,0,Widowed,4,69.000000,12,Female,White,Average,$25000 or more,Not applicable,Not str democrat,Above average,Heterosexual or straight
2014,2410,Working fulltime,0,Married,1,30.000000,10,Female,White,Far below average,$25000 or more,$10000 - 14999,"Ind,near rep",Average,Heterosexual or straight
2014,2411,Keeping house,0,Married,4,39.000000,16,Female,White,Average,$25000 or more,Not applicable,Independent,Average,Heterosexual or straight
2014,2412,Working fulltime,0,Married,0,54.000000,16,Female,White,Average,$25000 or more,$25000 or more,Not str democrat,Average,Heterosexual or straight
2014,2413,Keeping house,0,Married,2,58.000000,14,Female,White,No answer,Refused,Not applicable,No answer,No answer,Heterosexual or straight
2014,2414,Retired,0,Married,3,64.000000,13,Male,White,Average,$25000 or more,Not applicable,Strong republican,Average,Heterosexual or straight
2014,2415,Working fulltime,0,Married,4,58.000000,16,Male,White,Average,$25000 or more,$25000 or more,"Ind,near dem",Above average,Bisexual
2014,2416,Working parttime,0,Married,0,26.000000,13,Male,White,Average,$25000 or more,Not applicable,Not str democrat,Below average,Heterosexual or straight
2014,2417,Working fulltime,0,Married,2,51.000000,14,Male,White,Average,$25000 or more,$25000 or more,Strong republican,Average,Heterosexual or straight
2014,2418,Working parttime,0,Married,1,51.000000,12,Female,White,Average,$25000 or more,$7000 to 7999,Not str republican,Average,Not applicable
2014,2419,Keeping house,0,Divorced,2,57.000000,9,Female,White,Below average,$8000 to 9999,Not applicable,Strong democrat,Average,Heterosexual or straight
2014,2420,Working parttime,0,Never married,2,31.000000,11,Female,White,Average,$25000 or more,$8000 to 9999,Strong republican,Average,Not applicable
2014,2421,Working fulltime,0,Divorced,4,44.000000,12,Male,White,Below average,$25000 or more,$25000 or more,Independent,Below average,Heterosexual or straight
2014,2422,Working fulltime,0,Divorced,3,63.000000,18,Female,White,Below average,$25000 or more,$25000 or more,Strong republican,Average,Not applicable
2014,2423,Working fulltime,0,Never married,0,27.000000,12,Female,White,Average,$25000 or more,$25000 or more,Not str democrat,Above average,Heterosexual or straight
2014,2424,Working fulltime,0,Married,2,48.000000,11,Male,White,Below average,$25000 or more,$25000 or more,Independent,Average,Not applicable
2014,2425,Working fulltime,0,Married,3,58.000000,12,Female,White,Below average,$25000 or more,$25000 or more,Not str democrat,Average,Heterosexual or straight
2014,2426,Working fulltime,0,Married,2,31.000000,16,Male,White,Average,$25000 or more,$25000 or more,Not str republican,Average,Heterosexual or straight
2014,2427,Temp not working,0,Married,3,39.000000,12,Male,White,Far below average,$25000 or more,$25000 or more,Strong republican,Average,Heterosexual or straight
